Run,Alias,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,environment_(biome),environment_(feature),environment_(material),Experiment,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,project_name,ReleaseDate,sample_acc,Sample Name,sample_name,sequencing_method,SRA_accession,SRA Study,title,Run
ERR688472,530394,WGS,84,96946523,PRJEB7774,SAMEA3136641,99781081,BGI,2013,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633473,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022046-95,SINGLE,other,METAGENOMIC,96,95,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608492,SAMEA3136641,ERS608492,Illumina,ERS608492,ERP008729,Stool sample from controls,ERR688472
ERR688473,530398,WGS,89,83613400,PRJEB7774,SAMEA3136715,80946033,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ena,s3.us-east-1,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633474,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021948-16,SINGLE,other,METAGENOMIC,83,77,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608566,SAMEA3136715,ERS608566,Illumina,ERS608566,ERP008729,Stool sample from advanced adenoma,ERR688473
ERR688474,530403,WGS,90,88803021,PRJEB7774,SAMEA3136686,83664391,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","ncbi.public,ena,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633475,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022083-102,SINGLE,other,METAGENOMIC,88,79,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608537,SAMEA3136686,ERS608537,Illumina,ERS608537,ERP008729,Stool sample from advanced adenoma,ERR688474
ERR688475,530444,WGS,73,128785636,PRJEB7774,SAMEA3136637,139790744,BGI,2013,public,"sra,fastq","ncbi,ena,gs,s3","ncbi.public,s3.us-east-1,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633476,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022087-89,SINGLE,other,METAGENOMIC,128,133,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608488,SAMEA3136637,ERS608488,Illumina,ERS608488,ERP008729,Stool sample from controls,ERR688475
ERR688476,530450,WGS,87,79890354,PRJEB7774,SAMEA3136717,77916442,BGI,2013,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633477,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021950-20,SINGLE,other,METAGENOMIC,79,74,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608568,SAMEA3136717,ERS608568,Illumina,ERS608568,ERP008729,Stool sample from advanced adenoma,ERR688476
ERR688477,530451,WGS,86,120374054,PRJEB7774,SAMEA3136659,119387270,BGI,2013,public,"fastq,sra","ena,gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633478,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022064-25,SINGLE,other,METAGENOMIC,120,113,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608510,SAMEA3136659,ERS608510,Illumina,ERS608510,ERP008729,Stool sample from controls,ERR688477
ERR688478,530558,WGS,87,67831137,PRJEB7774,SAMEA3136697,66859041,BGI,2013,public,"fastq,sra","ncbi,ena,gs,s3","s3.us-east-1,gs.US,ncbi.public,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633479,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021931-89,SINGLE,other,METAGENOMIC,67,63,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608548,SAMEA3136697,ERS608548,Illumina,ERS608548,ERP008729,Stool sample from advanced adenoma,ERR688478
ERR688479,530600,WGS,87,88757353,PRJEB7774,SAMEA3136684,87069189,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633480,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022079-94,SINGLE,other,METAGENOMIC,88,83,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608535,SAMEA3136684,ERS608535,Illumina,ERS608535,ERP008729,Stool sample from advanced adenoma,ERR688479
ERR688480,530623,WGS,86,74517849,PRJEB7774,SAMEA3136718,73203339,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633481,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021951-21,SINGLE,other,METAGENOMIC,74,69,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608569,SAMEA3136718,ERS608569,Illumina,ERS608569,ERP008729,Stool sample from advanced adenoma,ERR688480
ERR688481,530697,WGS,86,59345392,PRJEB7774,SAMEA3136688,59405843,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633482,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021724-36,SINGLE,other,METAGENOMIC,59,56,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608539,SAMEA3136688,ERS608539,Illumina,ERS608539,ERP008729,Stool sample from advanced adenoma,ERR688481
ERR688482,530705,WGS,87,60931170,PRJEB7774,SAMEA3136701,60170138,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633483,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021936-102,SINGLE,other,METAGENOMIC,60,57,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608552,SAMEA3136701,ERS608552,Illumina,ERS608552,ERP008729,Stool sample from advanced adenoma,ERR688482
ERR688483,530743,WGS,86,83336800,PRJEB7774,SAMEA3136699,83075516,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633484,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021933-93,SINGLE,other,METAGENOMIC,83,79,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608550,SAMEA3136699,ERS608550,Illumina,ERS608550,ERP008729,Stool sample from advanced adenoma,ERR688483
ERR688484,530756,WGS,89,87433292,PRJEB7774,SAMEA3136690,82411460,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633485,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022085-39,SINGLE,other,METAGENOMIC,87,78,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608541,SAMEA3136690,ERS608541,Illumina,ERS608541,ERP008729,Stool sample from advanced adenoma,ERR688484
ERR688485,530840,WGS,88,97235126,PRJEB7774,SAMEA3136723,94504623,BGI,2013,public,"fastq,sra","ena,ncbi,gs,s3","s3.us-east-1,ena,gs.US,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633486,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021934-94,SINGLE,other,METAGENOMIC,97,90,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608574,SAMEA3136723,ERS608574,Illumina,ERS608574,ERP008729,Stool sample from advanced adenoma,ERR688485
ERR688486,530867,WGS,85,97072935,PRJEB7774,SAMEA3136700,94955535,BGI,2013,public,"sra,fastq","gs,ena,ncbi,s3","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633487,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021935-95,SINGLE,other,METAGENOMIC,97,90,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608551,SAMEA3136700,ERS608551,Illumina,ERS608551,ERP008729,Stool sample from advanced adenoma,ERR688486
ERR688487,530890,WGS,83,85741557,PRJEB7774,SAMEA3136746,91002051,BGI,2013,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633488,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021648-95,SINGLE,other,METAGENOMIC,85,86,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608597,SAMEA3136746,ERS608597,Illumina,ERS608597,ERP008729,Stool sample from carcinoma,ERR688487
ERR688488,531128,WGS,81,65518513,PRJEB7774,SAMEA3136759,70404222,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","ena,ncbi.public,s3.us-east-1,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633489,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021689-166,SINGLE,other,METAGENOMIC,65,67,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608610,SAMEA3136759,ERS608610,Illumina,ERS608610,ERP008729,Stool sample from carcinoma,ERR688488
ERR688489,531155,WGS,85,90162359,PRJEB7774,SAMEA3136733,90329410,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633490,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021635-32,SINGLE,other,METAGENOMIC,90,86,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608584,SAMEA3136733,ERS608584,Illumina,ERS608584,ERP008729,Stool sample from carcinoma,ERR688489
ERR688490,531248,WGS,82,66046255,PRJEB7774,SAMEA3136757,70651425,BGI,2013,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633491,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021692-142,SINGLE,other,METAGENOMIC,66,67,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608608,SAMEA3136757,ERS608608,Illumina,ERS608608,ERP008729,Stool sample from carcinoma,ERR688490
ERR688491,531274,WGS,83,145158759,PRJEB7774,SAMEA3136768,153291217,BGI,2013,public,"sra,fastq","gs,ncbi,s3,ena","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633492,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021719-23,SINGLE,other,METAGENOMIC,145,146,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608619,SAMEA3136768,ERS608619,Illumina,ERS608619,ERP008729,Stool sample from carcinoma,ERR688491
ERR688493,531281,WGS,82,91604680,PRJEB7774,SAMEA3136730,94893297,BGI,2013,public,"fastq,sra","ena,gs,ncbi,s3","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633494,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021665-25,SINGLE,other,METAGENOMIC,91,90,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608581,SAMEA3136730,ERS608581,Illumina,ERS608581,ERP008729,Stool sample from carcinoma,ERR688493
ERR688494,531333,WGS,84,67357786,PRJEB7774,SAMEA3136744,70541366,BGI,2013,public,"fastq,sra","s3,ena,gs,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633495,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021645-90,SINGLE,other,METAGENOMIC,67,67,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608595,SAMEA3136744,ERS608595,Illumina,ERS608595,ERP008729,Stool sample from carcinoma,ERR688494
ERR688495,531352,WGS,83,82591566,PRJEB7774,SAMEA3136764,87068206,BGI,2013,public,"fastq,sra","s3,ncbi,ena,gs","s3.us-east-1,ncbi.public,ena,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633496,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021718-21,SINGLE,other,METAGENOMIC,82,83,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608615,SAMEA3136764,ERS608615,Illumina,ERS608615,ERP008729,Stool sample from carcinoma,ERR688495
ERR688496,531361,WGS,86,67739135,PRJEB7774,SAMEA3136735,66453036,BGI,2013,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633497,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:32Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021636-36,SINGLE,other,METAGENOMIC,67,63,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608586,SAMEA3136735,ERS608586,Illumina,ERS608586,ERP008729,Stool sample from carcinoma,ERR688496
ERR688497,531382,WGS,81,59231435,PRJEB7774,SAMEA3136745,63099543,BGI,2013,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633498,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021646-93,SINGLE,other,METAGENOMIC,59,60,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608596,SAMEA3136745,ERS608596,Illumina,ERS608596,ERP008729,Stool sample from carcinoma,ERR688497
ERR688498,531403,WGS,83,80097294,PRJEB7774,SAMEA3136681,84842943,BGI,2013,public,"fastq,sra","gs,ncbi,s3,ena","gs.US,ena,s3.us-east-1,ncbi.public",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633499,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021720-26,SINGLE,other,METAGENOMIC,80,80,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608532,SAMEA3136681,ERS608532,Illumina,ERS608532,ERP008729,Stool sample from advanced adenoma,ERR688498
ERR688499,531414,WGS,89,98744184,PRJEB7774,SAMEA3136669,94055178,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633500,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI022072-47,SINGLE,other,METAGENOMIC,98,89,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608520,SAMEA3136669,ERS608520,Illumina,ERS608520,ERP008729,Stool sample from controls,ERR688499
ERR688500,531416,WGS,83,59017524,PRJEB7774,SAMEA3136741,62288714,BGI,2013,public,"sra,fastq","ncbi,ena,gs,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633501,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021642-84,SINGLE,other,METAGENOMIC,59,59,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608592,SAMEA3136741,ERS608592,Illumina,ERS608592,ERP008729,Stool sample from carcinoma,ERR688500
ERR688501,531424,WGS,86,58720087,PRJEB7774,SAMEA3136647,59310552,BGI,2013,public,"sra,fastq","ncbi,gs,ena,s3","ncbi.public,ena,gs.US,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633502,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:28Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021673-123,SINGLE,other,METAGENOMIC,58,56,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608498,SAMEA3136647,ERS608498,Illumina,ERS608498,ERP008729,Stool sample from controls,ERR688501
ERR688502,531469,WGS,86,66362576,PRJEB7774,SAMEA3136739,64451518,BGI,2013,public,"sra,fastq","s3,ena,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633503,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021639-45,SINGLE,other,METAGENOMIC,66,61,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608590,SAMEA3136739,ERS608590,Illumina,ERS608590,ERP008729,Stool sample from carcinoma,ERR688502
ERR688503,531766,WGS,83,81128439,PRJEB7774,SAMEA3136762,86190109,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","gs.US,ncbi.public,ena,s3.us-east-1",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633504,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:35Z,2016-10-21T09:36:29Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021716-17,SINGLE,other,METAGENOMIC,81,82,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608613,SAMEA3136762,ERS608613,Illumina,ERS608613,ERP008729,Stool sample from carcinoma,ERR688503
ERR688504,531775,WGS,84,65819778,PRJEB7774,SAMEA3136736,65696698,BGI,2013,public,"fastq,sra","s3,gs,ncbi,ena","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633505,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021637-37,SINGLE,other,METAGENOMIC,65,62,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608587,SAMEA3136736,ERS608587,Illumina,ERS608587,ERP008729,Stool sample from carcinoma,ERR688504
ERR688505,31004,WGS,178,3587136691,PRJEB7774,SAMEA3136748,3031198624,BGI,2013,public,"fastq,sra","ena,s3,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",ERC000015,3/5/2015,11/16/2018,human gut,human-associated habitat,faeces,ERX633506,Austria,47.80151,13.04292,human-gut,BGI,Beijing Genome Institute,2015-03-05T17:03:36Z,2016-10-21T09:36:31Z,public,Illumina HiSeq 2000,metagenome,SZAXPI021650-108,PAIRED,other,METAGENOMIC,3587,2890,human gut metagenome,ILLUMINA,Gut microbiome development along the colorectal adenoma-carcinoma sequence,2015-03-06T00:00:00Z,ERS608599,SAMEA3136748,ERS608599,Illumina,ERS608599,ERP008729,Stool sample from carcinoma,ERR688505
